ORF, GSM114368, GSM114370, GSM114371, GSM114372, GSM114383, GSM114384, GSM114385, GSM114386, GSM114612, GSM114613, GSM114614, GSM114615, GSM116024, GSM116025, GSM116026, GSM116027, GSM116028, GSM116029, GSM116030, GSM116031
b2647,0.807145942,-0.097519374,-0.097519374,-0.097519374,-0.097519374,0.09934177,0.09934177,-0.036241641,0.263301178,0.274297327,0.274297327,0.397733899,0.174005896,0.108055015,0.208069709,0.16817424,0.19358729,0.236794938,,
b1726,-0.711750646,-0.370644027,-0.370644027,-0.370644027,-0.089311922,-0.156236826,0.304542027,0.304542027,0.322267157,0.322267157,0.322267157,0.322267157,0.342593813,0.342593813,0.311821096,0.228752543,0.190521334,0.110279386,0.118970036,0.04642198
b3830,0.762289528,0.762289528,0.629351205,0.493964423,0.493964423,0.493964423,0.252117021,0.252117021,0.252117021,-0.078034558,0.08279964,0.08279964,0.132846795,0.132846795,0.141834734,0.141834734,0.203502449,0.126891531,,
b1610,-0.491448455,-0.491448455,-0.491448455,-0.16860954,-0.30320725,-0.30320725,-0.081822088,-0.301269765,-0.512270347,-0.512270347,-0.523858829,-0.51477725,-0.512753624,-0.512753624,-0.512753624,-0.512753624,-0.360955986,-0.360955986,-0.360955986,
b0709,0.246993362,0.246993362,0.497315138,0.497315138,-0.040114328,-0.545066729,-0.545066729,-0.712075073,-0.712075073,-0.722701106,-0.429166261,-0.429166261,-0.42477141,-0.42477141,-0.357823515,-0.357823515,-0.357823515,-0.24523546,-0.24523546,-0.24523546
b0217,-0.381856195,-0.334730836,0.209114408,0.209114408,0.209114408,0.067799393,0.067799393,0.067799393,0.067799393,0.067799393,-0.074443012,-0.184104346,-0.184104346,-0.184104346,-0.184104346,-0.194623589,-0.12492405,-0.028813282,-0.028813282,
b0214,-1.082130116,-1.082130116,-0.546017823,-0.473929619,-0.264981916,-0.272688732,-0.11976631,-0.178835352,-0.087242975,-0.087242975,-0.120796074,-0.146057795,-0.146057795,-0.164420207,-0.12302135,-0.06893983,-0.049294218,-0.054725855,0.004181495,-0.038856338
b0215,-0.033408308,-0.033408308,-0.033408308,0.081660844,-0.060948865,-0.060948865,-0.161646028,-0.016298627,-0.080735789,-0.158174614,-0.180736653,-0.166498691,-0.166498691,-0.165704234,-0.184579008,-0.186243002,-0.14861437,-0.14861437,-0.14861437,
b0212,0.507609807,0.507609807,0.507609807,0.09625358,0.180407598,0.041260903,0.041260903,-0.056603904,0.071981988,0.040786537,-0.00860704,-0.114843289,-0.090850798,-0.144399679,-0.166158558,-0.151637328,-0.201722355,-0.210700051,-0.164403367,-0.199200752
b0213,1.289265629,0.9974205,0.9974205,0.9974205,0.9974205,0.9974205,0.9974205,0.809424508,0.670138537,0.670138537,0.557687709,0.457595742,0.426828233,0.352411154,0.352411154,0.360815256,0.362618691,0.313509398,0.288502095,
b0210,0.419465306,0.419465306,0.419465306,0.006101289,0.082076056,-0.010050811,-0.010050811,0.000716104,0.000716104,0.000716104,0.227262005,0.227262005,0.227262005,0.357366811,0.357366811,0.357366811,0.301903593,0.301903593,0.301903593,0.301903593
b0211,0.271425095,0.271425095,0.271425095,0.271425095,0.271425095,0.271425095,0.271425095,0.04701321,0.072835316,0.038348685,0.038348685,-0.01806846,0.020437185,0.047004336,0.047004336,0.165728411,0.104689091,0.104689091,0.104689091,0.06502886
b3701,-0.995678336,-1.627102263,-1.627102263,-1.206643484,-1.206643484,-1.206643484,-1.206643484,-1.206643484,-1.206643484,-0.963349324,-0.963349324,-0.724018277,-0.585951125,-0.564048532,,,,,,
b0546,0.049498062,0.684987206,0.618114404,0.853392621,0.853392621,0.853392621,0.738019346,0.738019346,0.528565609,0.904583921,0.747526302,0.747526302,0.747526302,0.747526302,0.613312906,0.568526914,0.533348366,0.471649804,0.489646712,0.435168914
b0218,-0.728772939,-0.118977746,-0.118977746,-0.118977746,-0.118977746,-0.118977746,-0.118977746,-0.118977746,-0.118977746,-0.183756222,-0.183756222,-0.183756222,-0.183756222,-0.489558133,-0.37481657,-0.37481657,-0.37481657,-0.307346719,,
b0219,-0.00553076,-0.00553076,-0.00553076,0.228345584,0.207763625,0.234268944,0.292004034,0.527791056,0.547525504,0.498901746,0.416817387,0.3364387,0.265903365,0.26368447,0.252207136,0.247798841,0.242193483,0.242193483,0.242193483,
b2980,-0.464554313,-0.464554313,-0.501162935,-0.501162935,-0.501162935,-0.501162935,-0.141923286,-0.141923286,0.006805658,-0.044870305,0.03390189,-0.005185962,0.036819928,0.036819928,-0.092832273,-0.146521173,-0.135186685,-0.138022856,-0.107357195,
b2981,-0.675460702,-0.675460702,-0.675460702,-0.675460702,-0.537825124,-0.018302672,-0.060444804,0.15553516,0.15553516,0.26698134,0.191488203,0.231327249,0.229749676,0.209343625,0.251083139,0.248631725,0.301320874,0.277396304,,
b3844,-0.544437283,-0.086984899,-0.258675534,-0.145078011,-0.118425823,-0.13344975,-0.067199223,0.031916677,0.023930117,-0.048357395,-0.077253674,-0.083739868,-0.109950291,-0.109950291,-0.122051256,-0.085617934,-0.05593081,-0.037201927,-0.034683147,
b3845,-0.856175984,-0.650642393,-0.591108133,-0.519398812,-0.519398812,-0.519398812,-0.519398812,-0.519398812,-0.302925323,0.040258827,-0.080861272,-0.125910438,-0.114680608,-0.082385239,-0.08180329,-0.097360823,-0.095730199,-0.075881432,-0.03813457,-0.016454629
b2608,0.396037234,-0.042802409,-0.042802409,-0.042802409,-0.125365711,-0.125365711,-0.330446665,-0.366696436,-0.104790993,-0.100992556,-0.100992556,-0.081626991,-0.030001296,0.034238285,-0.127254762,-0.128171505,-0.255298169,-0.255298169,,
b0750,-0.113375959,0.022386786,0.022386786,0.022386786,-0.068318953,-0.091376544,-0.068814022,-0.068814022,-0.065959487,-0.01899248,-0.031695403,-0.051062355,-0.023957822,-0.021286068,-0.012266818,-0.035119462,-0.035119462,-0.037712217,,
b2250,0.19987933,0.19987933,0.19987933,0.19987933,0.19987933,0.19987933,0.19987933,0.19987933,0.19987933,0.19987933,0.190420812,0.190420812,0.076591326,0.076591326,0.186320675,0.186320675,0.310543286,0.310543286,0.310543286,0.310543286
b2075,0.4763814,0.175205743,0.185818812,0.266428568,0.273310372,0.081132575,0.124605146,-0.000972073,-0.043264008,-0.061208594,-0.078132689,-0.059911166,-0.041740852,,,,,,,
b1645,-0.006396489,-0.800834581,-0.55095481,-0.55095481,-0.55095481,-0.501097826,-0.501097826,-0.501097826,-0.172407594,-0.161920555,-0.101749011,-0.105124673,-0.105124673,-0.152471358,-0.152471358,-0.152471358,-0.152471358,-0.141950274,-0.141950274,
b1881,-0.168385692,-0.168385692,-0.168385692,-0.168385692,-0.168385692,-0.168385692,-0.168385692,-0.168385692,0.455495207,0.516020703,0.516020703,0.420666761,0.513300351,0.83525127,1.032284615,0.946362845,0.973608979,0.959291831,0.914334354,0.872859198
b0102,0.006227069,0.006227069,-0.007474554,-0.091763722,-0.091763722,-0.322640958,-0.303256951,-0.264505885,-0.264505885,-0.264505885,-0.264505885,-0.264505885,-0.264505885,-0.264505885,-0.252302842,-0.295848906,-0.233052557,-0.237511808,,
b0437,0.193697816,-0.030452542,0.140046312,-0.049655088,0.046273271,0.074081024,0.00450481,-0.06689034,-0.06689034,-0.037152541,-0.102151152,-0.102151152,-0.143066683,-0.149447803,-0.096332551,-0.14757101,,,,
b3962,0.319727102,-0.010031989,0.1753064,0.00860814,0.089028848,0.049429722,0.161640976,0.274510991,0.308947994,0.217543422,0.255622255,0.243593146,0.232178773,0.232178773,0.222339133,0.19766922,0.173146606,0.099892545,0.113416224,
b1884,1.468389795,0.830445754,0.830445754,0.830445754,0.830445754,0.830445754,0.830445754,0.459499529,0.694160741,0.775959943,0.775959943,0.53738823,0.53738823,0.53738823,0.737681993,0.737681993,0.737681993,0.737681993,0.737681993,0.737681993
b1885,0.224701881,0.224701881,0.203126794,0.203126794,0.203126794,0.261543546,0.427947414,0.682185951,0.608820582,0.536419983,0.536419983,0.536419983,0.803178042,0.803178042,0.803178042,0.803178042,0.803178042,0.796773069,0.709133721,
b2865,-0.878573147,-0.720837335,-0.546387453,-0.546387453,-0.546387453,-0.546387453,-0.546387453,-0.041713122,-0.041713122,0.000756373,-0.041402343,-0.041402343,-0.041402343,-0.06044053,-0.06044053,-0.06044053,-0.06044053,-0.06044053,-0.011179434,-0.011179434
b3966,0.368714381,0.024847297,0.024847297,0.024847297,0.024847297,0.024847297,-0.04558339,0.135919983,0.135919983,0.135919983,0.131956489,0.180581802,0.114829758,0.141014718,0.141014718,0.051709929,-0.015204416,-0.048367698,,
b3183,-1.045731806,-1.045731806,-1.045731806,-0.54992021,-0.54992021,-0.54992021,-0.639517464,-0.612531402,-0.629200173,-0.45449665,-0.294954108,-0.14704991,-0.1977322,-0.103911396,-0.116071059,-0.095658821,-0.057382593,-0.046214237,-0.046214237,-0.033944345
b3182,-0.133249263,-0.133249263,-0.133249263,0.104335775,0.104335775,0.104335775,-0.11552808,-0.012648594,-0.012648594,-0.012648594,0.142095654,0.142095654,0.142095654,0.142095654,0.142095654,0.25044353,0.35036737,0.309076374,0.294580117,0.311791345
b3181,0.215089637,0.215089637,0.283955515,0.190584178,0.17197137,0.251029666,0.171416646,0.04583924,0.117137393,0.103153028,0.10247782,0.088711392,0.090403978,0.090403978,0.075084611,0.100491874,0.069322992,0.103150564,0.088603893,
b3180,-1.437765299,-0.49961474,-0.49961474,-0.49961474,-0.460489282,-0.282683272,-0.282683272,-0.091964097,-0.01706235,0.160430682,0.269272054,0.310352557,0.220076918,0.220076918,0.220076918,0.318674701,0.214776351,0.214776351,0.198047636,0.133056824
b3187,0.481604535,0.175310513,0.15299677,0.078383413,0.088606142,0.077142748,0.110748737,0.002657537,0.047384892,0.150741893,0.237965033,0.156774798,0.187224389,0.180313109,0.199061902,0.223690719,0.226717708,0.199087709,0.207193572,
b3638,1.063072804,0.153709001,0.266130889,0.005833993,0.002841603,-0.055328948,0.040528027,-0.009706571,0.102952326,0.052110355,0.013300809,-0.033796252,0.004190408,-0.033729722,-0.00761405,-0.004344403,-0.00588873,-0.008915787,-0.004289455,-0.031992245
b3185,-0.10028858,0.243660576,-0.083122974,-0.074465863,-0.219209982,-0.159356744,-0.38403489,-0.24296156,-0.090285293,0.024365059,-0.066455264,-0.066455264,-0.111665461,-0.037166723,-0.123672037,-0.047595773,-0.153585287,-0.144410583,,
b3184,-0.123857569,-0.110716739,0.015815869,0.015815869,-0.011865209,-0.011865209,0.021951494,0.089389953,0.137962345,0.119715991,0.104916704,0.157880941,0.17438437,0.221931923,0.146030882,0.113172527,0.090300706,,,
b3635,0.674647459,0.167941207,-0.06456074,-0.06456074,-0.205313956,-0.174578925,-0.174578925,-0.318132536,-0.318132536,-0.318132536,-0.344602776,-0.344602776,-0.256384449,-0.256384449,-0.157920808,-0.157920808,-0.157920808,-0.157920808,-0.077077225,-0.137514979
b3634,-0.006921289,-0.006921289,-0.006921289,-0.177671607,-0.177671607,-0.177671607,-0.177671607,0.04892358,0.19367415,0.005360431,-0.097278472,-0.237768874,-0.237768874,-0.216933735,-0.216933735,-0.228260309,-0.177632606,-0.160013454,-0.1739774,-0.198108277
b3637,0.206440004,0.206440004,0.345131134,0.122932166,0.088627171,-0.067499025,-0.084544638,-0.166090112,-0.192140015,-0.220822414,-0.220822414,-0.222051225,-0.222051225,-0.184404364,-0.184404364,-0.184404364,-0.184404364,-0.221280518,-0.221280518,-0.325368291
b3188,-0.279986295,-0.064195355,-0.072145881,0.389330442,0.389330442,0.389330442,0.389330442,0.58644583,0.58644583,0.571375233,0.537262279,0.551380046,0.529156814,0.600205434,0.636962245,0.620807627,0.628575882,0.628575882,0.529702485,0.544443033
b3631,0.433401912,0.038605691,0.038605691,-0.198949301,-0.123922667,-0.246950561,-0.49254645,-0.514980938,-0.514980938,-0.514980938,-0.514980938,-0.466324482,-0.426763527,-0.490102911,-0.388423132,-0.436538341,,,,
b3630,-0.902668489,-0.902668489,-0.902668489,-0.902668489,-0.351436799,-0.339246626,-0.146228506,-0.421228493,-0.385837063,-0.432857541,-0.432857541,-0.393288607,-0.393288607,-0.369598079,-0.323812622,-0.324856007,-0.324856007,-0.318344406,-0.284197004,-0.271923585
b3633,0.554632777,0.206768703,0.206768703,0.206768703,0.173056913,0.019065003,0.06762511,-0.155089659,-0.148522927,-0.183693226,-0.174154731,-0.212943744,-0.143220918,-0.143220918,-0.143551437,-0.151886943,-0.159728975,-0.229548274,-0.271710157,-0.242269086
b3632,-0.203980585,0.492606374,0.492606374,0.441604409,0.30415017,0.33775024,0.33775024,0.17851543,0.089107511,0.051964957,0.026282493,0.05899949,0.05899949,0.025154158,0.011911609,0.011911609,0.011911609,0.030082062,0.030082062,
b3085,0.343089236,0.343089236,0.336453597,0.498575953,0.429836946,0.429836946,0.368382904,0.377295307,0.321606987,0.314724218,0.279116623,0.260906586,0.270988948,,,,,,,
b2328,0.263432468,-0.248057167,-0.116221084,-0.315994829,-0.315994829,-0.315994829,-0.051394383,-0.141503074,-0.099749236,-0.124510019,-0.267578074,-0.267578074,-0.267578074,-0.267578074,-0.267578074,-0.276143738,-0.28168796,-0.28168796,-0.372968628,-0.372968628
b2329,0.142141099,-0.269460924,-0.134450573,-0.23470775,-0.254740783,-0.320205405,-0.268060229,-0.365830953,-0.326290679,-0.333966345,-0.393694346,-0.393707173,-0.35614987,-0.344605021,-0.37477737,-0.386946114,-0.447892899,-0.466875206,-0.4707267,-0.4794272
b2320,0.296813651,-0.15755161,-0.302634304,-0.107583405,-0.107583405,-0.107583405,-0.107583405,-0.107583405,-0.046803807,-0.092593144,-0.092593144,-0.087756365,-0.087756365,-0.087756365,-0.087756365,-0.092969939,-0.092969939,-0.142199514,-0.070307282,-0.093548596
b2321,0.155120729,0.335435645,0.573716031,0.350415974,0.350415974,0.350415974,0.350415974,0.350415974,0.350415974,0.350415974,0.115161318,0.115161318,0.042012398,0.029851169,-0.07463653,-0.116454473,-0.098705114,-0.098705114,-0.098705114,-0.098705114
b2322,-0.346216565,-0.346216565,-0.346216565,-0.139079165,-0.011491412,0.004847624,0.269728436,0.269728436,0.28353468,0.314267735,0.274750979,0.284420953,0.290932431,0.250735017,0.21301772,0.176756765,0.161337045,0.132847864,0.141092817,
b2323,-0.180227824,0.15299439,-0.091812635,-0.026514529,-0.058931283,0.046078272,-0.007584346,-0.021767586,0.015093915,-0.111112146,-0.122551347,-0.134508909,-0.134508909,-0.200174559,-0.214711705,-0.214711705,-0.240420933,-0.252061012,-0.239401449,
b2324,0.938661158,0.938661158,0.624996695,0.624996695,0.624996695,0.624996695,0.624996695,0.624996695,0.396412108,0.396412108,0.403130643,0.324297111,0.324297111,0.310990489,0.310990489,0.310990489,0.197920601,0.160404734,0.160404734,0.160404734
b2325,-0.381322032,-0.65611096,-0.65611096,-0.57220905,-0.57220905,-0.57220905,-0.526893605,-0.697425861,-0.395113217,-0.476734607,-0.476734607,-0.521452416,-0.521452416,-0.519780595,-0.519780595,-0.519780595,-0.399433867,-0.377219318,-0.312446452,-0.32852306
b2326,0.015798656,0.392070983,0.326696999,0.291171491,0.243659633,0.13939636,0.13939636,0.13939636,0.054373055,-0.010992419,-0.010992419,-0.010992419,-0.010992419,-0.007140625,-0.007140625,-0.057593856,-0.114061792,-0.114061792,-0.114061792,-0.114061792
b2327,-0.282406311,-0.282406311,-0.282406311,-0.282406311,-0.109145351,-0.187200694,-0.187200694,-0.333943722,-0.209437866,-0.251390236,-0.200863647,-0.227930886,-0.227930886,-0.240929795,-0.240929795,-0.219661714,-0.187071292,-0.188226769,-0.259228886,-0.243985371
b3521,0.683844592,-0.215434436,-0.368286116,-0.368286116,-0.368286116,-0.252567984,-0.252567984,-0.264254212,-0.264254212,-0.264254212,-0.264254212,-0.267597691,-0.267597691,-0.267597691,-0.145515605,-0.145515605,-0.145515605,-0.145515605,-0.16378477,
b3520,-0.78336296,-0.38366543,-0.385017968,-0.391159495,-0.391159495,-0.267000246,-0.044914611,-0.088620381,-0.174249718,-0.153595612,,,,,,,,,,
b3523,-0.81505788,-0.81505788,-0.509319854,-0.195388233,-0.195388233,-0.195388233,-0.200316089,-0.256437263,-0.350230207,-0.423364867,-0.414040467,-0.452858899,-0.429355504,-0.380822634,-0.380822634,-0.333740185,-0.301022963,-0.268489479,-0.377756983,-0.35716821
b3522,-0.67013114,-0.489143811,-0.489143811,-0.425863182,-0.425863182,-0.425863182,-0.425863182,-0.425863182,-0.248989394,-0.236115629,-0.236115629,-0.217153265,-0.224206278,-0.26479856,-0.215924436,-0.201922939,-0.113923366,-0.067923887,-0.067923887,-0.063919771
b3525,-0.007010358,0.151057094,0.151057094,0.151057094,0.151057094,0.151057094,0.151057094,0.151057094,0.532156078,0.532156078,0.50092359,0.185235285,0.417890606,0.653885268,0.653885268,0.811784701,0.811784701,0.811784701,0.876145447,0.973394846
b3524,-0.532250332,-0.532250332,-0.532250332,-0.532250332,-0.532250332,-0.532250332,0.179220915,0.179220915,0.530673333,0.401498849,0.22344896,0.18388521,0.22109265,0.140722451,0.180831279,0.14819968,0.091536385,0.028577755,0.064290608,0.058614301
b3527,-0.088355509,0.622429261,0.622429261,0.357891107,0.327566974,0.256335798,0.230671759,0.279488373,0.368391326,0.285059535,0.243662324,0.179491232,0.170202676,0.154519752,0.11098087,0.110635793,0.083994742,0.083994742,0.065219217,0.063858804
b3526,-0.412821323,-0.402071194,-0.402071194,-0.291903033,-0.060849833,-0.106299912,-0.106299912,0.060018831,0.109782884,0.109782884,0.109782884,0.109782884,0.168787032,0.168787032,0.168787032,0.170293347,,,,
b3529,-0.000341,0.068568832,0.062973215,0.062973215,0.062973215,0.062973215,0.062973215,0.117944839,-0.052621847,-0.11403663,-0.022385799,-0.022385799,0.002905108,0.002905108,-0.004961725,0.011669326,0.020583624,0.089576038,0.067565564,
b3528,-0.218143556,-0.218143556,-0.218143556,-0.218143556,-0.199031281,-0.199031281,-0.199031281,-0.234771102,-0.444174111,-0.474688772,-0.408227862,-0.346080577,-0.346080577,-0.410298613,-0.3703607,-0.350634407,-0.338910029,-0.330381822,,
b2922,0.064655564,0.064655564,-0.136264238,-0.136264238,0.08130893,0.096943195,0.186169974,0.061784171,-0.023158203,-0.09511062,-0.079593087,-0.127623822,-0.155452826,-0.155452826,-0.240988928,-0.248951089,-0.351026776,-0.403161536,-0.434408734,-0.411348574
b2923,-0.871936231,-0.871936231,-0.871936231,-0.085753126,-0.238405358,-0.238405358,-0.238405358,-0.036348555,-0.189408595,-0.178558473,-0.333105956,-0.197374178,-0.248813937,-0.137342048,-0.217852946,-0.181315684,-0.246751999,-0.159448109,-0.204077828,
b3989,0.311262312,-0.27623488,0.055901162,0.183996419,0.183996419,0.183996419,0.183996419,0.183996419,0.183996419,0.183996419,0.257278388,0.570654913,0.456605322,0.414892259,0.384863724,0.324639741,0.324639741,0.324639741,0.398370072,0.389625271
b3988,-0.209767226,-0.066370251,-0.063714058,-0.122590539,-0.121316735,-0.080721407,-0.157282799,-0.237234827,-0.206979205,-0.175749715,-0.066724266,-0.084573641,-0.002948542,-0.044369686,-0.049057216,-0.03323048,-0.00305554,-0.000468699,0.024943302,
b2926,0.146761042,-0.015806338,-0.178104914,-0.212931361,-0.381902903,-0.279966519,-0.231308744,-0.165483035,-0.204427757,-0.174873076,-0.133843416,-0.168243409,-0.174726136,-0.235158917,-0.241139059,-0.224800519,-0.20496882,,,
b2927,-0.586593626,-0.276064114,-0.016869138,0.108200069,-0.020009673,0.048464317,-0.04926297,-0.097129381,-0.171280927,-0.207427281,-0.239377966,-0.173603732,-0.194513457,-0.18891202,-0.210191944,-0.212976149,-0.240025741,-0.196781236,-0.226980964,
b2696,-0.974205966,-0.974205966,-0.974205966,-0.974205966,-0.974205966,-0.974205966,-0.651323793,-0.046720328,-0.046720328,0.072450715,0.177857763,0.113587801,0.079229362,0.133327989,-0.002395529,-0.002395529,-0.139682068,-0.087906381,-0.206519239,-0.216587866
b2697,-0.451939777,0.130247724,0.130247724,0.130247724,0.008027778,0.065825163,0.037159925,-0.043655047,-0.133286385,-0.10277051,-0.045517654,-0.070538464,-0.08250441,-0.08250441,-0.066767717,-0.020117793,-0.102839659,-0.076871871,-0.152448315,-0.140704506
b2698,-0.261957571,-0.261957571,0.188877715,0.422307395,0.17997524,-0.076054219,-0.020284326,0.033707499,0.033707499,0.033707499,0.033707499,0.033707499,0.129877838,0.129877838,-0.013701321,-0.116642581,-0.116642581,-0.113670732,-0.113670732,-0.088858176
b2699,0.150912238,0.150912238,-0.668569327,-0.668569327,-0.636175016,-0.398064981,-0.613805178,-0.613805178,-0.697954361,-0.761779988,-0.761779988,-0.632617382,-0.632617382,-0.632617382,-0.509250739,-0.509250739,-0.467927954,-0.467927954,-0.467927954,-0.422631087
b3453,-0.947980075,-1.046399655,-0.578697018,-0.578697018,-0.578697018,-0.578697018,-0.578697018,-0.578697018,-0.578697018,-0.578697018,-0.578697018,-0.45910826,-0.45910826,-0.423659433,-0.425954574,-0.393176001,-0.234671631,-0.238383149,-0.238383149,-0.238383149
b3452,-0.796325307,-0.796325307,-0.52115704,-0.52115704,-0.52115704,-0.52115704,-0.507761264,-0.305172823,-0.204864258,-0.204864258,-0.204864258,-0.204864258,-0.124976104,-0.014140581,-0.014140581,-0.059909375,-0.037036047,-0.008618084,0.050528553,0.088134974
b3987,0.661775215,0.661775215,0.336130981,0.336130981,-0.031872419,-0.024020255,-0.148140056,-0.278762816,-0.388322238,-0.327625401,-0.249508162,-0.081985936,-0.104312173,-0.074422127,-0.153277404,-0.15540891,-0.20433194,-0.186484254,-0.223811766,-0.19617161
b3986,0.503069107,0.019894411,0.106304881,-0.071457904,-0.086340601,-0.066067792,-0.021594489,-0.149068005,-0.243627683,-0.189178191,-0.149573845,-0.043731852,-0.073788665,-0.014512979,-0.052917507,-0.034955121,-0.116368722,-0.113422303,-0.2062833,-0.203831336
b3457,-0.216592928,-0.216592928,-0.216592928,-0.216592928,-0.216592928,-0.216592928,-0.123792698,-0.123792698,-0.135513812,-0.135513812,-0.135513812,-0.216037459,-0.168173076,-0.032742916,-0.032742916,-0.032742916,-0.005913385,-0.028989358,-0.032517717,0.000126872
b3456,0.173408414,0.000518223,0.000518223,-0.073817473,-0.041132212,-0.02553254,-0.014412181,0.050057148,0.099642905,0.351467063,0.344209113,0.300975898,0.300975898,0.300975898,0.261497191,0.274896634,0.274896634,0.299679251,0.299679251,0.328932203
b0556,-1.259735405,-1.259735405,-1.259735405,-1.259735405,-0.82441499,-0.82441499,-0.813325617,-0.813325617,-0.813325617,-0.813325617,-0.713772215,-0.713772215,-0.735022733,-0.503068631,-0.511090466,-0.313132313,-0.322157927,,,
b3839,0.004967234,0.125758873,-0.033984841,-0.120321855,-0.120321855,-0.120321855,-0.123602103,-0.238272808,-0.070231923,-0.190573614,-0.281274136,-0.325530159,-0.265737156,-0.294313681,-0.294313681,-0.296434596,-0.237305432,-0.228745451,-0.228745451,-0.239204567
b0551,-0.681531168,-0.491808454,-0.459179026,-0.362360686,-0.271939878,-0.263720574,-0.193256321,-0.140158772,0.016681455,-0.00683041,-0.000105384,-0.010257943,0.054029736,0.001685066,0.08595469,0.053663251,0.052040087,0.052040087,0.044117739,0.039224862
b0658,-0.404921189,-0.379064715,-0.379064715,0.041876242,0.041876242,0.041876242,0.041876242,0.041876242,0.087032966,0.208669066,0.208669066,0.236407878,0.210123397,0.210123397,0.111722104,0.092469801,0.07328757,0.036915553,-0.000834686,-0.000834686
b0700,-0.254958598,-0.254958598,-0.254958598,-0.254958598,-0.254958598,-0.254958598,-0.254958598,-0.254958598,-0.254958598,0.079887704,0.079887704,0.299041514,0.046146496,0.046146496,0.046146496,0.073682354,-0.053279475,,,
b0002,0.424232715,0.014782764,-0.105424253,-0.033720314,-0.129254788,-0.026498927,-0.016221864,-0.030825273,-0.203378751,-0.293289391,-0.217550238,-0.217550238,-0.188977979,-0.16391641,-0.191702168,-0.172445457,-0.242987818,-0.206294096,-0.229328055,-0.22449536
b2214,-0.134509088,-0.134509088,-0.394780935,0.007260811,0.007260811,0.076101614,-0.082462349,-0.036580971,-0.061991259,0.070838988,0.070838988,0.083538472,0.083538472,0.083538472,0.083538472,0.083538472,-0.018832788,-0.018832788,,
b2215,-0.013792601,0.454442479,0.189600856,0.189600856,0.189600856,0.130768063,-0.02198809,-0.066226031,-0.081928452,-0.167611937,-0.296965678,-0.296965678,-0.305194787,-0.305194787,-0.433453168,-0.504613697,-0.504613697,-0.504613697,-0.475157794,
b2216,0.337249511,-0.025648727,0.071319022,-0.015957298,0.005498305,-0.119381479,-0.220249366,-0.297631303,-0.297631303,-0.379006646,-0.334252692,-0.31805362,-0.3152177,-0.272978237,-0.384160366,-0.431409661,-0.431409661,-0.473797515,,
b2217,0.456609568,0.456609568,0.19713625,0.19713625,0.19713625,0.19713625,0.179025957,-0.004089432,0.0294713,-0.022626461,-0.036312075,-0.061802935,-0.100964827,-0.075663443,-0.075663443,-0.043093285,-0.043093285,-0.006716125,-0.043217402,-0.063146772
b2210,0.478478146,0.478478146,0.478478146,0.478478146,0.478478146,0.478478146,0.478478146,0.478478146,0.231081893,0.034893521,0.156861517,0.156861517,-0.198560164,-0.198560164,-0.187151523,-0.187151523,-0.01897155,-0.089683036,-0.050271893,
b0553,-0.462603297,-0.061760244,-0.242181222,-0.242181222,-0.242181222,-0.13797785,-0.477188593,-0.510109707,-0.408720252,-0.394376751,-0.376975364,-0.422837919,-0.420900188,-0.504614455,-0.552201325,-0.599901063,-0.558097892,-0.601644883,-0.542637848,
b2212,-0.070627426,0.363653311,0.184556708,0.523912449,0.523912449,0.523912449,0.523912449,0.523912449,0.523912449,0.205045816,0.205045816,0.255755706,0.255755706,0.255755706,0.162436535,0.324227122,0.324227122,0.379306185,,
b3995,0.347210642,0.347210642,0.347210642,0.347210642,0.347210642,0.347210642,0.347210642,0.222958503,0.240066967,-0.033543721,0.130154644,-0.033456795,-0.028322789,-0.028322789,-0.040829335,-0.037818436,-0.020254101,0.011180007,0.008291036,
b2536,-0.112346291,-0.112346291,-0.433775667,-0.189580128,-0.158331203,-0.054058408,0.187520106,0.137265856,0.175950805,0.139825927,0.113443129,0.101331944,0.061760597,0.061760597,0.061760597,0.061760597,0.057716838,0.021236365,0.046636195,
b2219,-0.743485364,-0.318272324,-0.424465428,-0.583715681,-0.663076457,-0.663076457,-0.663076457,-0.663076457,-0.483574237,-0.483574237,-0.483574237,-0.483574237,-0.369493547,-0.373096259,-0.373096259,-0.373096259,-0.373096259,-0.396408061,-0.396408061,
b1457,0.238943964,0.238943964,0.238943964,0.238943964,0.238943964,0.337791939,0.337791939,0.164236762,0.458659637,0.458659637,0.458659637,0.458659637,0.458659637,0.285470602,0.278842095,0.278842095,0.278842095,0.328036165,0.328036165,
b2507,-1.113153064,-1.113153064,-0.988252326,-0.988252326,-0.155004007,-0.080859869,-0.080859869,-0.080859869,0.015202625,-0.029180247,-0.225087259,-0.323723263,-0.303768298,-0.303768298,,,,,,
b3838,0.045517925,0.547090444,0.547090444,0.734933414,0.53069615,0.350314806,0.350314806,0.21501157,0.21501157,0.154788469,0.039880138,0.056457438,0.125755435,0.140799874,0.094361652,0.071825573,0.085885487,0.080880269,0.077970965,0.046183043
b0659,0.001752117,-0.282633685,-0.282633685,-0.282633685,-0.239226577,-0.190612948,-0.109863037,-0.157859846,-0.157859846,-0.157859846,-0.157859846,-0.072347122,-0.076690111,-0.027651037,-0.027651037,-0.02598264,-0.02598264,-0.127967155,-0.156111418,-0.184887853
