ORF, GSM114368, GSM114370, GSM114371, GSM114372, GSM114383, GSM114384, GSM114385, GSM114386, GSM114612, GSM114613, GSM114614, GSM114615, GSM116024, GSM116025, GSM116026, GSM116027, GSM116028, GSM116029, GSM116030, GSM116031
b3419,-0.083400116,0.689809666,0.689809666,0.689809666,0.689809666,0.689809666,0.689809666,0.689809666,0.689809666,0.400453312,0.400453312,0.527485158,0.527485158,0.527485158,0.22196572,0.22196572,0.22196572,0.22196572,0.230555,0.230555
b2413,0.043557776,0.171976353,-0.063627115,-0.063627115,-0.063627115,-0.063627115,-0.063627115,-0.063627115,-0.173317427,-0.309165669,-0.309165669,-0.309165669,-0.309165669,-0.309165669,-0.281003588,-0.281003588,-0.281003588,-0.281003588,-0.36997513,-0.36997513
b3949,0.013122808,0.013122808,-0.267672208,-0.052509153,-0.052509153,-0.052509153,0.210951289,0.411447299,0.371322162,0.369116264,0.250605404,0.199094159,0.209255472,0.175564391,0.175564391,0.13128367,0.195336262,0.215145318,0.226802194,0.218342429
b3948,0.510861624,0.174951744,0.200031705,0.200031705,0.200031705,0.200031705,0.200031705,0.460714662,0.460714662,0.460714662,0.460714662,0.460714662,-0.015562739,-0.015562739,-0.015562739,-0.015562739,-0.015562739,-0.015562739,0.053384812,0.053384812
b3785,-0.501473975,0.099003908,-0.040803324,-0.040803324,-0.040803324,-0.040803324,-0.040803324,-0.040803324,-0.040803324,-0.040803324,0.08484184,0.048376971,0.048376971,-0.131206671,-0.131206671,-0.083724078,-0.083724078,-0.120464416,-0.059474097,
b3784,0.157711568,0.157711568,0.157711568,0.157711568,-0.160080262,-0.160080262,-0.160080262,-0.160080262,-0.160080262,-0.0611637,-0.0611637,0.077982611,0.077982611,0.077982611,0.077982611,0.077982611,0.03420791,-0.021662034,,
b3787,-0.726471699,-0.726471699,-0.682686989,-0.218511948,-0.218511948,0.362999893,0.362999893,0.438364804,0.438364804,0.438364804,0.438364804,0.384791681,0.384791681,0.404197723,0.404197723,0.404197723,0.404197723,0.56528567,,
b3786,-0.856926715,-0.224070315,-0.224070315,0.241871241,0.241871241,0.241871241,-0.082855875,0.17276321,0.219950139,0.229934017,0.127300093,0.201483411,0.180757776,0.163096776,0.163096776,0.143720936,0.139582561,0.131332391,0.140263457,0.162569459
b3781,0.064376512,0.064376512,0.064376512,-0.157983117,0.018669665,-0.029284109,-0.070075172,-0.137334467,-0.046147666,-0.00879564,0.006128847,-0.05012379,0.019274509,-0.039496883,-0.031709422,-0.039348721,-0.004171231,-0.005373955,0.036468606,
b3780,0.178796072,-0.147084412,0.049386413,0.049386413,0.08433213,-0.105156043,0.014061179,0.014061179,0.260917086,0.150445539,0.150445539,0.098106286,0.102712484,0.126856086,0.136291645,0.136291645,0.141914057,,,
b2968,0.509395934,0.509395934,0.509395934,0.509395934,0.360920063,0.259572083,0.226226803,0.180981442,0.180981442,0.253990409,0.253990409,0.185164184,0.185164184,0.127730256,0.127730256,0.127730256,0.127730256,0.127730256,0.127730256,0.127730256
b2969,0.889981868,0.889981868,0.889981868,0.671878331,0.671878331,0.671878331,0.671878331,0.438825211,0.438825211,0.421796107,0.419087427,0.419087427,0.419087427,0.419087427,0.079593414,0.006528192,0.006528192,0.009863909,-0.040910324,-0.029204041
b2966,-0.837923938,-0.837923938,-0.837923938,-0.837923938,-0.542426165,-0.09914063,-0.09914063,-0.09914063,-0.09914063,0.176173245,0.176173245,0.176173245,0.197545742,,,,,,,
b2964,0.978803146,0.978803146,0.33952109,0.33952109,0.33952109,0.33952109,0.33952109,0.33952109,0.33952109,0.33952109,0.082656606,0.082656606,-0.105593948,-0.095732781,-0.095732781,-0.147074454,-0.147074454,-0.177959393,-0.131808891,-0.130170567
b2965,-0.24450501,-0.300029128,-0.324307108,-0.250970206,-0.225411293,-0.212743762,-0.200085425,-0.194708987,-0.19316905,-0.19316905,-0.19316905,-0.215425912,-0.193664572,-0.193664572,-0.179596451,-0.122908006,-0.042293548,-0.067931926,-0.017414295,-0.014631399
b3789,-0.226895997,-0.226895997,-0.016526394,-0.177518561,-0.177518561,-0.177518561,-0.177518561,-0.389192646,-0.327160981,-0.327160981,-0.327160981,-0.17246157,-0.252657199,-0.263508094,-0.146413041,-0.173370697,-0.200221847,-0.200221847,-0.195166478,-0.13438301
b3788,0.019353002,0.055660817,-0.080681544,0.059558133,-0.007090712,0.081142609,4.75E-05,0.058942662,-0.029918078,-0.049561084,-0.049561084,-0.048532658,-0.041581957,-0.006659614,-0.006659614,-0.000305978,0.061291468,0.075589421,0.120045436,0.132401148
b2960,-0.135406654,-0.135406654,-0.062251482,-0.003988459,-0.003988459,0.097600544,-0.048937229,-0.070712782,-0.070712782,-0.098159152,-0.098159152,-0.067441955,-0.075963253,-0.031126906,-0.120239829,-0.120832833,-0.097922089,-0.068557096,,
b2961,-0.35515759,-0.558958549,-0.517680129,-0.480033377,-0.345003498,-0.345003498,-0.359628964,-0.409326008,-0.359252133,-0.268060381,-0.233198457,-0.233198457,-0.233198457,-0.159452948,-0.081978912,-0.033224217,-0.000777389,0.005711419,0.031740047,
b2092,0.016375261,-0.371451811,-0.311307176,-0.311307176,-0.311307176,-0.333203861,-0.37477299,-0.550470667,-0.549987083,-0.698475669,-0.561186494,-0.561186494,-0.518509211,-0.645970243,-0.645970243,-0.645970243,-0.680442288,-0.769599847,-0.783220755,
b2093,-0.013432094,-0.041504499,-0.242886296,-0.242886296,-0.242886296,-0.242886296,-0.242886296,-0.242886296,-0.242886296,-0.242886296,-0.421607003,-0.421607003,-0.421607003,-0.421607003,-0.421607003,-0.421607003,-0.421607003,-0.421607003,-0.421607003,-0.421607003
b2090,-1.149989472,-0.406150241,-0.46775037,-0.22945938,-0.266021641,-0.171914136,-0.172927159,-0.129076723,-0.345631043,-0.359535594,-0.329395831,-0.204368649,-0.204368649,-0.204368649,-0.204368649,-0.204368649,-0.204368649,-0.204368649,-0.204368649,-0.204368649
b2091,-0.368514974,-0.124567252,-0.13955207,-0.127273972,-0.127273972,-0.127273972,-0.102281542,-0.057723393,-0.179942173,-0.196186168,-0.337604443,-0.151292274,-0.34773946,-0.377378056,-0.593854059,-0.642692297,-0.588723047,-0.588723047,-0.702060187,-0.739553382
b2096,-0.337218969,-0.105925275,-0.196345803,-0.18350587,-0.177879521,-0.172938199,-0.226849558,-0.226849558,-0.226849558,-0.285008486,-0.212022966,-0.223224387,-0.195494287,-0.184788782,-0.184788782,-0.184788782,-0.197299015,-0.274365389,-0.316407059,
b2097,0.36253555,-0.280064525,-0.240902083,-0.240902083,-0.178729863,-0.119122272,-0.119122272,-0.165645243,-0.207867995,-0.189105408,-0.308456084,-0.372691754,-0.372691754,-0.372691754,-0.421407788,-0.421407788,-0.421407788,-0.428224593,-0.428224593,-0.436142293
b2094,-0.406723508,-0.406723508,-0.203358359,-0.203358359,-0.203358359,-0.203358359,-0.192854964,-0.192854964,-0.192854964,-0.084294443,-0.084294443,-0.050535998,-0.057402703,0.033990242,0.033990242,0.020797507,0.020797507,-0.108464503,-0.108464503,-0.193593898
b1485,-0.458284432,-0.048429469,-0.328249595,-0.21370118,-0.13327609,-0.158188741,-0.158188741,-0.158188741,-0.141554141,-0.064322206,-0.042582145,-0.042582145,-0.042582145,-0.042582145,-0.154721629,-0.130733411,-0.189163629,-0.189163629,-0.189163629,
b2098,0.077315361,0.077315361,0.077315361,0.077315361,0.077315361,0.077315361,0.077315361,0.077315361,0.590344407,0.068539309,0.068539309,-0.0645864,-0.071355994,-0.132973297,-0.05317633,-0.078172079,-0.073293009,-0.051911872,-0.036343312,-0.062674079
b2099,0.583171966,0.583171966,0.583171966,0.583171966,0.583171966,0.583171966,0.139510879,-0.48496048,-0.48496048,-0.48496048,-0.530978069,-0.530978069,-0.530978069,-0.530978069,-0.424932455,-0.374377308,-0.298827704,-0.277151953,-0.170102632,-0.166153843
b1486,-0.267333264,-0.267333264,0.155535693,-0.238933261,-0.238933261,-0.238933261,-0.22296391,-0.22296391,-0.22296391,-0.228267834,-0.228267834,-0.22059647,-0.139586376,-0.139586376,-0.082012498,-0.082012498,-0.11376701,-0.026996923,,
b2562,-0.375591723,-0.168106949,-0.168106949,-0.056369293,-0.109471865,-0.110261353,-0.223907625,-0.223907625,-0.324905302,-0.290216044,-0.290216044,-0.188469017,-0.188469017,-0.188469017,-0.119473238,-0.119473238,-0.053331402,-0.082993882,-0.021052589,-0.029218568
b2563,1.742494474,0.758993871,0.817241723,0.207946057,0.207946057,0.207946057,0.526675597,0.526675597,0.526675597,0.117803114,-0.077825191,-0.177644002,-0.061040015,-0.061040015,-0.061040015,-0.061040015,-0.001782899,-0.093340996,0.001220533,-0.068603596
b2560,0.356495246,0.026327837,-0.175263587,-0.175263587,-0.150748666,0.012811407,-0.02031164,-0.02031164,-0.037863953,-0.158858282,-0.15049747,-0.158656893,-0.17633656,-0.155417503,,,,,,
b2561,-0.692428529,-0.709356565,-0.421737768,-0.104917201,-0.104917201,-0.104917201,-0.104917201,0.02762279,-0.100619222,-0.100619222,-0.100619222,-0.100619222,-0.166370405,0.042849851,0.042849851,0.105734864,0.089437367,0.089437367,0.087028868,0.087028868
b2566,1.831473373,1.831473373,1.831473373,1.05870653,0.555154036,0.604583537,0.311013024,0.273167752,0.156456628,0.259324738,0.259324738,0.348168113,0.348168113,0.36960888,0.247629379,0.293919257,0.287952848,0.258837148,0.286873143,0.276713505
b2567,-0.015743558,-0.015743558,-0.030059047,-0.228827198,-0.228827198,-0.228827198,-0.196536606,-0.196806997,-0.381159838,-0.312423943,-0.312423943,-0.254147985,-0.254147985,-0.254147985,-0.293564362,-0.293564362,-0.315759562,-0.335557043,-0.352001971,-0.381147733
b2564,0.494641888,0.529332548,0.377358058,0.377358058,0.191898039,0.168570889,0.168570889,0.077826207,0.028907355,0.057597396,0.039308033,-0.01030908,-0.024894862,0.002106817,0.033050195,0.01285479,0.046985882,0.02473204,0.037000967,0.03321044
b2565,0.340791829,0.202779858,0.100525464,0.179534046,0.03417812,0.023457752,-0.06266534,-0.06266534,-0.06266534,0.015647914,0.015647914,0.107310741,0.107310741,0.107310741,0.107310741,0.120476549,0.107610586,0.097147141,0.097147141,0.097147141
b4186,-0.027469666,-0.010016361,-0.010016361,-0.010016361,-0.010016361,-0.010016361,-0.010016361,-0.010016361,-0.010016361,-0.010016361,-0.063199993,-0.063199993,-0.069007265,0.250572901,0.130180772,0.40018448,0.28501151,0.28501151,,
b2568,-0.427434232,-0.427434232,-0.362351116,-0.201921629,-0.441813159,-0.275262235,-0.275262235,-0.084292933,-0.084292933,0.140693045,0.046650043,0.046650043,0.046650043,0.223848783,0.138454196,0.114687379,0.108778688,0.12100341,,
b2569,-0.449999818,-0.216187395,-0.318713196,-0.435269755,-0.270633435,-0.340284681,-0.326030473,-0.358935106,-0.358935106,-0.358935106,-0.223367221,-0.259950949,-0.259950949,-0.314166442,-0.198304367,-0.20917639,-0.173418041,-0.191969417,-0.181429072,
b3720,-0.760898108,-0.800251206,-0.44389579,-0.44389579,-0.44389579,-0.259436494,-0.259436494,-0.259436494,-0.259436494,-0.220651921,-0.303162248,-0.303162248,-0.307188249,-0.307188249,-0.291213839,-0.291213839,-0.291213839,-0.170637815,-0.170637815,
b1481,1.51115098,1.51115098,0.858744208,0.598489029,0.375251828,0.375251828,0.375251828,0.021868528,-0.060998784,-0.060998784,0.000975626,-0.099604956,-0.002803359,-0.002803359,-0.002803359,-0.002803359,-0.002803359,-0.118387507,0.011898522,
b0179,-0.581440105,-0.581440105,-0.450823776,-0.444178284,-0.308659152,-0.278766421,-0.246154705,-0.289971435,-0.217471654,-0.113250913,-0.00384257,-0.053273963,-0.000687426,-0.038960137,-0.032555523,-0.098090372,-0.122964362,-0.177623686,-0.193337667,
b1068,-1.293584743,-0.77007483,-0.77007483,-0.509000644,-0.509000644,-0.509000644,-0.509000644,-0.509000644,-0.355115593,-0.266006386,-0.266006386,-0.188078452,-0.154355604,-0.1532699,-0.134164522,-0.094223364,-0.036821565,-0.0641875,-0.046925043,-0.012423734
b1069,-0.745058496,-0.266577878,0.187534848,0.176688054,0.296151333,0.296151333,0.296151333,0.272409168,0.272409168,0.272409168,0.272409168,0.306584569,0.417918417,0.417918417,0.417918417,0.417918417,0.417918417,0.42047319,0.42047319,
b1066,-0.239385617,-0.21741078,-0.186542134,-0.125823877,-0.07037729,-0.133649305,-0.131093315,-0.131093315,-0.088867299,-0.088867299,-0.060368726,-0.079023032,-0.078219139,-0.099004963,-0.109408067,-0.110625387,-0.110625387,,,
b1067,-0.003711148,-0.003711148,-0.003711148,-0.003711148,-0.031024285,-0.131397938,-0.131397938,-0.131397938,-0.050685966,-0.059355399,-0.059355399,-0.320617718,-0.211271382,-0.200382665,-0.200382665,-0.184970158,-0.144376882,-0.135379923,-0.135379923,-0.141311667
b1064,-0.411503087,-0.090189094,-0.144772202,-0.073485726,-0.233853361,-0.285628005,-0.321930388,-0.321930388,-0.337035301,-0.285887437,-0.285887437,-0.242480893,-0.23924076,-0.226552032,-0.261457277,-0.24312376,-0.24312376,,,
b1065,2.396416013,1.045407036,1.045407036,1.045407036,0.871971277,0.625603471,0.625603471,0.42365343,0.409466703,0.276536229,0.276536229,0.276536229,0.276536229,0.217513373,0.269599845,0.269599845,0.315039264,0.250790874,0.274707933,0.254477438
b1062,-0.019698398,-0.019698398,-0.214051063,-0.313284639,-0.313284639,-0.313284639,-0.363317683,0.069355408,0.069355408,0.115576817,0.080455901,0.118781081,0.118781081,0.131061861,0.169570925,0.169570925,0.169570925,0.167221299,,
b1063,0.122700519,0.262848826,0.247244849,0.237196494,0.178438145,0.280658655,0.276031803,0.276031803,0.26683839,0.254694915,0.237176331,0.21773367,0.195474269,0.214687204,0.223569578,0.219149057,0.226165502,0.242791663,,
b1060,0.325620535,-0.077936018,0.105374455,-0.02440039,0.058624051,0.058624051,-0.004094555,0.099776706,0.059469927,0.319770875,0.252896001,0.2051101,0.2051101,0.236753265,0.237357189,0.295026674,0.289914265,0.330909437,,
b1061,1.111355637,0.46764007,0.496793598,0.459781061,0.373814269,0.293081371,0.293081371,0.371311701,0.549313786,0.442146324,0.444904903,0.422984142,0.386289217,0.34127039,0.343587896,0.340471011,0.369709907,0.34958089,0.346226661,
b1992,-0.088401193,-0.097002029,-0.021141317,0.010046059,0.134304997,0.161073816,0.154631167,0.246052213,0.205078296,0.133080993,0.099427323,0.059865611,0.036687512,-0.014276525,-0.017381657,-0.044491445,-0.038879989,-0.042995573,-0.033138769,
b1993,0.390919254,0.018918285,0.070672798,-0.081366937,-0.02113235,-0.022225248,0.082498658,0.061697391,0.14439563,0.068749231,0.033883412,0.006980984,0.04614195,-0.02166259,0.013964626,-0.007285905,-0.015012642,-0.012561085,-0.020584897,-0.038674845
b1990,0.257157837,0.326831144,0.031885672,0.192295965,0.070835982,0.240701022,0.240701022,0.123154996,0.176486867,0.178135927,0.169298754,0.123826907,0.155624783,0.137796823,0.198375481,0.198375481,0.226607113,0.207792411,,
b1991,0.382428366,0.25503581,0.207930397,0.207930397,0.207930397,0.207930397,0.085580728,0.106341688,0.106341688,0.102645951,0.102645951,0.023843243,0.023843243,-0.00977605,0.014067664,0.006427962,0.084376831,0.104772745,0.103592067,0.109555553
b0702,0.254200457,0.632372817,0.909548781,0.909548781,0.909548781,0.636923417,0.503422614,0.503422614,0.503422614,0.503422614,0.503422614,0.229192534,0.229192534,0.229192534,0.229192534,0.266223091,0.319590757,0.338105542,0.338105542,
b1995,0.342672115,0.342672115,0.342672115,0.342672115,0.342672115,0.342672115,0.342672115,0.342672115,0.438010573,0.438010573,0.485303232,0.335255986,0.335255986,0.244498976,0.228559984,0.224525573,0.176796483,0.107404876,0.080723653,0.021208703
b1809,-0.429492352,0.071829432,-0.026763572,-0.024516322,-0.052625474,-0.052625474,-0.114610002,0.032305545,0.004038102,0.038042813,-0.055524287,-0.057177709,-0.057177709,-0.074989026,-0.097187134,-0.094271517,-0.07741286,-0.074215055,-0.096630842,
b1998,-0.44689193,-0.276341764,-0.059653719,0.052606129,0.052606129,0.052606129,0.393641652,0.393641652,0.632388019,0.492080127,0.446988988,0.375149967,0.361705703,0.285771749,0.304635849,0.281799991,0.263188266,0.269816838,0.277193658,0.284657568
b1999,-1.484279104,-1.484279104,-1.484279104,-0.384941202,-0.384941202,-0.384941202,-0.261027941,-0.261027941,-0.233766536,-0.152733693,-0.178145529,-0.178145529,-0.178145529,-0.178145529,-0.178145529,-0.198662936,-0.381209839,-0.381209839,-0.379048458,-0.279832128
b0175,0.24006905,0.065721141,0.132818872,0.033063189,0.155397423,0.094944669,0.155015314,0.192094171,0.157576464,0.125185385,0.16590945,0.139103027,0.139103027,0.186044687,0.186044687,0.177833353,0.182280496,,,
b2898,-0.331928515,-0.186842123,0.080372578,-0.040443854,-0.019361266,0.05787851,0.083424401,0.083424401,0.116886843,0.069512908,0.048787927,0.019215452,0.010281493,0.003164167,0.002106941,-0.018686029,-0.050190839,-0.03270118,-0.008624351,-0.017851902
b2899,0.32166328,-0.112739978,-0.112739978,-0.010755742,0.138955535,0.216277202,0.216277202,0.314101489,0.375865245,0.375865245,0.22670898,0.22670898,0.187928389,0.199762849,0.209450446,0.193458196,0.151064559,0.143981549,0.094625709,0.064033819
b2892,0.211453177,-0.096745696,0.167302187,0.330040394,0.330040394,0.330040394,0.330040394,0.367404564,0.367404564,0.252789489,0.273155837,0.273155837,0.273155837,0.273155837,0.273155837,0.196086929,0.196086929,0.237556466,0.147985384,0.147985384
b2893,-0.335608269,-0.122194446,0.023156455,0.050810243,-0.122902562,-0.102746554,-0.206105766,-0.169621815,-0.121021575,-0.039052743,-0.070887695,-0.070887695,-0.110197295,-0.086238596,-0.073856565,-0.043302042,-0.054109672,-0.054109672,,
b2890,0.483054664,0.057782561,0.163384471,0.163384471,0.151679589,-0.062585456,-0.069204674,-0.014333157,0.024965364,0.022440784,0.073918306,0.038765272,0.02945067,0.061220143,0.019736496,0.019736496,0.023962366,,,
b2891,-0.278087649,-0.278087649,-0.278087649,-0.278087649,-0.32450926,-0.079596932,-0.236823892,-0.314017884,-0.314017884,-0.223906244,-0.223906244,-0.047688759,-0.074678889,0.014030035,-0.043994563,-0.051192318,-0.1614683,-0.173814633,-0.268743533,-0.226079998
b2896,0.549951959,0.549951959,0.549951959,0.114407845,-0.010212717,-0.011858677,0.181269545,0.127773506,0.069518263,0.125979306,0.125979306,0.062515233,-0.014620333,-0.030114811,0.008244332,0.008244332,0.008244332,0.02413102,0.035622689,0.020198213
b2897,-0.466662378,-0.193513881,-0.102294286,-0.102294286,-0.038649262,0.019995268,0.083443605,0.051130738,0.051130738,0.028457759,-0.063574477,-0.041300127,-0.041300127,-0.046489659,-0.055952066,-0.055952066,,,,
b2894,-0.425508237,-0.425508237,-0.425508237,0.103443261,0.103443261,0.103443261,-0.071249824,-0.071249824,-0.071249824,-0.070389645,-0.070078151,0.002947478,0.002947478,0.002947478,0.002947478,0.002947478,-0.076263672,-0.145933854,-0.145933854,-0.145933854
b1489,-1.519544255,-1.519544255,-0.877385475,-0.433507749,-0.433507749,-0.433507749,-0.433507749,-0.433507749,-0.32201842,-0.32201842,-0.32201842,-0.270989128,-0.270989128,-0.270989128,-0.270989128,-0.270989128,-0.270989128,-0.16900815,-0.076910658,-0.146762843
b1338,0.034284115,0.034284115,0.034284115,0.034284115,0.034284115,0.034284115,0.034284115,-0.031522388,-0.031522388,0.038136386,0.053517526,-0.011757299,-0.002803535,-0.000185505,-0.046996011,-0.046996011,0.07256117,0.08112846,0.08112846,
b2788,0.673794053,0.260118638,-0.42361262,-0.42361262,-0.42361262,-0.42361262,-0.504285582,-0.233498164,-0.306067932,-0.182482517,-0.440976957,-0.347658645,-0.354807562,,,,,,,
b2789,-0.028210917,-0.028210917,-0.028210917,-0.028210917,0.438297088,0.515046854,0.379747866,0.313637984,0.275382526,0.288846454,0.195384283,0.195384283,0.134377929,0.252733658,0.184193299,0.207965192,0.19581452,,,
b2786,0.602768604,0.304034478,0.026640441,0.063429811,-0.014024796,-0.021091753,-0.021091753,0.078842136,0.089110268,0.146969553,0.164796627,0.197500794,0.164694332,0.167684166,0.165888525,0.135579226,0.107328989,0.107328989,0.081011822,0.091942589
b2787,0.728635805,0.728635805,0.617613547,0.617613547,0.617613547,0.617613547,0.617613547,0.263775624,0.450455761,0.450455761,0.450455761,0.450455761,0.45894029,0.315510234,0.315510234,0.297428733,0.301404731,0.301404731,0.365513697,
b2784,0.466610128,0.156389227,0.06697542,0.000554503,0.000554503,0.000554503,-0.092709046,-0.041107375,-0.101339954,-0.015093038,0.030913455,0.049096375,0.03658257,0.042715072,0.055098996,0.015456526,0.07913005,0.038906281,0.038906281,0.041751723
b2785,-0.190407028,-0.190407028,-0.20187348,-0.20187348,-0.283695154,-0.068145749,-0.170354248,0.001260814,-0.036986728,0.063748226,0.063748226,0.107952636,0.034742872,0.034742872,0.034742872,0.049913669,-0.016524118,0.003328437,0.003328437,-0.008511714
b2782,0.172300849,0.217836992,0.217836992,0.217836992,0.008001737,0.093059729,0.041869377,0.0429913,0.0429913,0.131716673,0.094582912,0.137543682,0.137543682,0.137543682,0.163849435,0.118888376,0.117711981,0.1020824,0.087965772,0.087965772
b2783,0.618237554,0.318104263,0.029031707,0.027707326,0.007233764,0.077081578,0.077081578,0.124367765,0.077434524,0.087322155,0.087322155,0.172315355,0.147500895,0.153414674,0.135726446,0.109081743,0.117512559,0.16568387,0.142377913,0.176584126
b2780,-0.370384958,-0.279361528,-0.463762499,-0.354195443,-0.354195443,-0.300468836,-0.397276386,-0.25694658,-0.089215287,0.079823423,0.043149197,0.043149197,-0.044247374,-0.016574898,-0.032035005,-0.006500076,-0.01577052,0.019302135,,
b2781,-0.452645293,0.090885591,0.090885591,0.090885591,0.090885591,0.090885591,0.258323869,0.394253813,0.357380224,0.357380224,0.287316405,0.251025695,0.251025695,0.109462566,0.060396009,0.060396009,0.060396009,-0.021559466,-0.021559466,
b4322,-0.186507081,-0.231073359,-0.200721215,-0.103523367,-0.17599652,-0.276223899,-0.276223899,-0.276223899,-0.231685384,-0.231685384,-0.231685384,-0.231685384,-0.231685384,-0.305979228,-0.305979228,-0.305979228,-0.305979228,-0.305979228,-0.305979228,-0.233753909
b4323,-0.778756714,-0.778756714,-0.778756714,-0.810770555,-0.810770555,-0.810770555,-0.810770555,-0.810770555,-0.091402058,-0.000727107,-0.000727107,-0.455116363,-0.455116363,-0.455116363,-0.455116363,-0.455116363,-0.271489529,-0.167292509,-0.167292509,-0.14715425
b4320,0.210968875,0.210968875,0.210968875,0.210968875,0.210968875,0.210968875,0.210968875,0.210968875,0.005117211,0.005117211,0.438499904,0.438499904,0.438499904,0.300365207,0.300365207,0.203202386,0.19575378,0.19575378,0.0913439,0.0913439
b4321,0.148385287,0.064841695,0.104532774,0.015528248,0.154314737,0.170950061,0.170950061,0.170950061,0.170950061,-0.012127838,0.001643978,-0.038552699,0.066841631,0.066841631,0.147576002,0.029090561,0.062323888,0.064479273,0.087403998,0.064731863
b4326,-2.320578774,-0.710353532,-0.682963385,-0.682963385,-0.659017819,-0.659017819,-0.659017819,-0.659017819,-0.543507032,-0.543507032,-0.532854203,-0.453768779,-0.470970858,,,,,,,
b4327,-0.267235355,-0.235080939,-0.325511423,-0.293657088,-0.322974193,-0.295693144,-0.295693144,-0.394341109,-0.529149954,-0.529149954,-0.555811489,-0.453083471,-0.478676809,-0.431126053,-0.431126053,-0.431126053,-0.416358981,-0.377436336,-0.386476316,
b4324,0.09169036,0.09169036,-0.054432484,0.010529539,0.010529539,0.010529539,0.010529539,0.010529539,0.010529539,0.010529539,0.010529539,-0.041764744,-0.041764744,0.022086062,0.004745579,0.004745579,0.004745579,0.030967921,0.145271738,0.141508443
b4325,-0.08340388,0.200182382,-0.383776212,-0.383776212,-0.054015458,-0.096864588,-0.096864588,-0.144478733,-0.150655183,-0.044551891,-0.044551891,-0.069592264,-0.069592264,-0.069592264,-0.069592264,-0.019165169,0.00426283,,,
b1202,0.109775799,0.109775799,0.109775799,0.246345876,0.454311621,0.025213139,0.025213139,0.025213139,0.076732834,-0.04307474,-0.04307474,-0.219190835,-0.219190835,-0.154458045,0.023843716,0.023843716,0.023843716,0.023843716,0.023843716,-0.113511077
b1203,-0.300401723,-0.300401723,-0.106050822,-0.18916656,-0.061909528,-0.161386199,-0.161386199,-0.161403448,-0.053881976,-0.053881976,-0.136263189,-0.136263189,-0.096266146,-0.131010659,,,,,,
b1200,-0.163633397,-0.163633397,-0.162542032,-0.039855076,-0.118172595,-0.047086927,-0.215594156,-0.160044602,-0.126682295,-0.1976994,-0.233973754,-0.203694268,-0.203694268,-0.186350289,-0.117794332,-0.130256914,-0.130256914,-0.085113023,-0.08903952,
b1201,0.308492897,0.308492897,0.308492897,0.217235067,0.097499742,0.367996998,0.367996998,0.367996998,0.367996998,0.367996998,0.367996998,0.367996998,0.367996998,0.168274085,0.333735855,0.333735855,0.333735855,0.23733266,0.175403635,0.175403635
b1206,0.47800147,0.399888508,0.189269875,0.237151208,0.177467514,0.177467514,0.177467514,0.340664389,0.155293993,0.122060319,0.050769805,0.116329506,0.021779436,0.110566947,0.045145609,0.093236181,0.112610729,0.094812137,0.075370959,
b0427,-0.188946232,0.27434177,0.27434177,0.34351507,0.34351507,0.34351507,0.34351507,0.34351507,0.34351507,0.34351507,0.248597627,0.236373957,0.236373957,0.108006114,0.108006114,0.108006114,0.336993999,0.336993999,0.34210438,0.333137795
b1204,0.256133475,0.256133475,0.256133475,0.256133475,0.256133475,0.256133475,0.222167072,0.222167072,0.12447455,-0.005946052,-0.14536044,-0.192282097,-0.228319534,-0.228319534,-0.228319534,-0.217516843,-0.217516843,-0.25605177,-0.21218621,-0.268663227
b1205,0.31625369,-0.113306628,-0.113306628,-0.113306628,-0.21326674,-0.136492579,-0.141958465,-0.026015433,-0.026015433,0.07776516,0.064294777,0.12827823,0.01663295,0.050425601,-0.14014163,-0.154053938,-0.185783461,-0.125365705,-0.138473329,-0.051341937
b1198,0.295670134,0.295670134,-0.165583594,-0.165583594,-0.175374011,-0.201232785,-0.201232785,-0.201232785,-0.133405866,-0.109771141,-0.288926857,-0.263709498,-0.219201068,-0.27248433,-0.162704848,-0.137211321,-0.118160103,-0.118160103,-0.110895495,-0.13611275
b0354,-0.845162562,-0.845162562,-0.523762217,-0.141674376,-0.181840212,-0.173022885,-0.257393891,-0.257393891,-0.206234677,-0.14348092,-0.126371203,-0.122548776,-0.122548776,-0.155656237,-0.112315853,-0.091924257,-0.031563587,-0.073862638,-0.030434285,-0.071039235
b3981,0.03080829,0.18857619,0.082900924,-0.086659512,0.030089859,-0.012899016,-0.100869254,-0.100869254,0.039619078,0.144067163,0.219198855,0.138499762,0.22804528,0.136708714,0.146975416,0.022926004,0.001971342,-0.126876131,-0.13893754,
b1192,0.439257906,0.342036693,0.221855284,0.310110409,0.310110409,0.310110409,0.032850517,0.032850517,-0.050801084,0.019495434,0.064858277,0.247943935,0.247943935,0.296033427,0.296033427,0.348522243,0.35985035,0.395456212,0.343033782,0.343033782
b0421,0.388048149,0.388048149,0.388048149,0.388048149,0.04795064,-0.047216708,-0.118217902,-0.179138675,-0.202983632,-0.202983632,-0.202983632,-0.111433762,-0.111433762,-0.111433762,-0.185269639,-0.166191639,-0.335082811,-0.335082811,-0.335082811,-0.335082811
b1190,-0.037442936,-0.037442936,0.323367441,0.323367441,0.323367441,0.205536528,0.540635914,0.172756894,0.265060335,0.22258301,0.22258301,0.04726257,0.155936438,0.067150317,0.078646616,0.060555986,0.100712986,0.060391987,0.08018717,
